Address,Establishment Name,Code Description,Date Cited,Date Corrected,Status
"65 Chestnut St
Cambridge, MA
(42.356247, -71.108159)",Cambridgeport Children's Center,"Non-Food Contact Surfaces Desgned, Maint., Inst.",08/13/2013 12:00:00 AM,05/07/2019 06:00:32 AM,Corrected
"201 ALEWIFE BROOK PKWY
Cambridge, MA
(42.389925, -71.142343)",Bon Me,Test Kit Provided,06/28/2018 12:00:00 AM,07/05/2018 12:00:00 AM,Corrected
"1075 Cambridge St
Cambridge, MA
(42.372979, -71.095098)",Clover Fast Food/Processing,Hot And Cold Holding,03/26/2013 12:00:00 AM,04/03/2013 12:00:00 AM,Cited
"186 Alewife Brook Pkwy
Cambridge, MA
(42.391111, -71.141331)",McDonalds,Permit to Operate,06/15/2015 12:00:00 AM,07/28/2015 12:00:00 AM,Corrected
"134 MAGAZINE ST
Cambridge, MA
(42.358716, -71.111515)",Kesher,Handling Of Food & Ice Minimized,11/28/2017 12:00:00 AM,12/05/2017 12:00:00 AM,Corrected
"1255 Cambridge St
Cambridge, MA
(42.37342, -71.098428)",Christina's Homemade Ice Cream,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",09/09/2014 12:00:00 AM,09/16/2014 12:00:00 AM,Corrected
"208 Concord Ave
Cambridge, MA
(42.382385, -71.130947)",Hi-Rise Bread Company,"Walls,Celing,Attached Equip.,Constructed,Clean,",08/06/2018 12:00:00 AM,02/07/2019 12:00:00 AM,Corrected
"820 Somerville Ave
Cambridge, MA
(42.38829, -71.118668)",Ana's Taqueria,"Adequate Lighting, Fixtures Shielded",10/30/2013 12:00:00 AM,05/07/2019 06:00:37 AM,Corrected
"1 One Kendall Square
Complex Cambridge, MA
(42.36635, -71.090894)",Kendall Square Cinema,"Water Safe, Hot And Cold Under Pressure",07/18/2016 12:00:00 AM,07/25/2016 12:00:00 AM,Corrected
"24 HOLYOKE ST
Cambridge, MA
(42.37212, -71.118487)",Spice Thai Cuisine,"Wiping Cloths, Clean, Sanitized, Use Restricted",05/18/2016 12:00:00 AM,05/25/2016 12:00:00 AM,Corrected
"90 Hampshire St
Cambridge, MA
(42.368571, -71.094547)",Gypsy Cafe,Food Contact Surfaces Clean,02/11/2019 12:00:00 AM,02/19/2019 12:00:00 AM,Corrected
"24 HOLYOKE ST
Cambridge, MA
(42.37212, -71.118487)",Spice Thai Cuisine,"Food Protection, Storage, Display, Transportation",05/18/2016 12:00:00 AM,05/25/2016 12:00:00 AM,Corrected
"2072 MASSACHUSETTS AVE
Cambridge, MA
(42.391237, -71.123085)",Darul Kabab,PHF's Properly Thawed,10/01/2014 12:00:00 AM,10/08/2014 12:00:00 AM,Corrected
"178 ELM ST
Cambridge, MA
(42.371086, -71.096509)",Casa Benfica Club,Non-Food Contact Surfaces Clean,10/31/2017 12:00:00 AM,11/07/2017 12:00:00 AM,Corrected
"178 Elm St N
Cambridge, MA
(42.371109, -71.096495)",Casa Benfica,No Spoilage,11/29/2018 12:00:00 AM,12/06/2018 12:00:00 AM,Corrected
"1728 Massachusetts Ave
Cambridge, MA
(42.384083, -71.119538)",Boca Grande Restaurant,Permit to Operate,07/14/2014 12:00:00 AM,07/17/2014 12:00:00 AM,Corrected
"1271 Cambridge St
Cambridge, MA
(42.373448, -71.09864)",Highland Fried,"Food Protection, Storage, Display, Transportation",12/06/2018 12:00:00 AM,12/13/2018 12:00:00 AM,Corrected
"2366 MASSACHUSETTS AVE
Cambridge, MA
(42.396515, -71.129317)",Greek Corner Restaurant,"Wiping Cloths, Clean, Sanitized, Use Restricted",03/20/2019 12:00:00 AM,04/04/2019 12:00:00 AM,Corrected
"1815 MASSACHUSETTS AVE
Cambridge, MA
(42.387126, -71.119111)",Bourbon Coffee,Facilities To Maintain Product Temperature,11/02/2016 12:00:00 AM,11/22/2016 12:00:00 AM,Corrected
"297 Massachusetts Ave
Cambridge, MA
(42.362208, -71.098342)",Naco Taco,Food Contact Surfaces Clean,05/19/2017 12:00:00 AM,05/26/2017 12:00:00 AM,Corrected
"874 MAIN ST
Cambridge, MA
(42.363378, -71.098971)",Union Baptist Church,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",10/25/2017 12:00:00 AM,05/07/2019 06:00:33 AM,Corrected
"134 Hampshire St
Cambridge, MA
(42.370636, -71.097069)",Oleana,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",11/03/2014 12:00:00 AM,05/07/2019 06:00:38 AM,Cited
"684 Massachusetts Ave
Cambridge, MA
(42.365821, -71.104418)",Au Bon Pain,"Walls,Celing,Attached Equip.,Constructed,Clean,",02/06/2014 12:00:00 AM,02/13/2014 12:00:00 AM,Corrected
"1360 Massachusetts Ave
Cambridge, MA
(42.373288, -71.118482)",Au Bon pain,"Dishwashing Facilities Des.,Maint.,Inst.,Operated",12/04/2013 12:00:00 AM,12/11/2013 12:00:00 AM,Corrected
"1573 Cambridge St
Cambridge, MA
(42.374457, -71.106592)",Youville House Assisted Living,Clean Equipment And Utensils Properly Stored,12/18/2017 12:00:00 AM,12/26/2017 12:00:00 AM,Corrected
"571 Massachusetts Ave
Cambridge, MA
(42.364714, -71.102574)",Dosa Factory,"Food Protection, Storage, Display, Transportation",10/20/2017 12:00:00 AM,10/23/2017 12:00:00 AM,Corrected
"1001 Cambridge St
Cambridge, MA
(42.372788, -71.09361)",Dunkin Donuts,"Number, Convenient",04/03/2013 12:00:00 AM,05/07/2019 06:00:36 AM,Cited
"904 Massachusetts Ave
Cambridge, MA
(42.368308, -71.108617)",Atomic Bean Cafe,Separation,01/28/2019 12:00:00 AM,02/04/2019 12:00:00 AM,Corrected
"1A KENDALL SQ
Cambridge, MA
(42.366633, -71.091586)",Mamaleh's,Food Utensils Properly Stored,06/20/2017 12:00:00 AM,06/27/2017 12:00:00 AM,Corrected
"904 Massachusetts Ave
Cambridge, MA
(42.368308, -71.108617)",Atomic Bean Cafe,"Walls,Celing,Attached Equip.,Constructed,Clean,",12/10/2014 12:00:00 AM,01/05/2015 12:00:00 AM,Corrected
"1933 Massachusetts Ave
Cambridge, MA
(42.389559, -71.120096)",Sugar & Spice,"Food Protection, Storage, Display, Transportation",06/12/2018 12:00:00 AM,06/19/2018 12:00:00 AM,Corrected
"84 Massachusetts Ave
Cambridge, MA
(42.359495, -71.094)",Cafe Spice,Person In Charge (PIC) Assigned,02/12/2018 12:00:00 AM,10/30/2018 12:00:00 AM,Corrected
"906 Massachusetts Ave
Cambridge, MA
(42.368284, -71.108569)",Mass Ave Diner,Installed And Maintained,11/28/2017 12:00:00 AM,05/07/2019 06:00:38 AM,Cited
"5 Lee St
Cambridge, MA
(42.368222, -71.107354)",NESE,Permit to Operate,05/11/2015 12:00:00 AM,05/07/2019 06:00:32 AM,Cited
"15 Dunster St
Cambridge, MA
(42.372883, -71.118998)",The Hourly Oyster House,"Pre-Flushed, Scraped, Soaked",06/25/2018 12:00:00 AM,07/02/2018 12:00:00 AM,Corrected
"17 Central Sq
Cambridge, MA
(42.365279, -71.104764)",India Pavillion Restaurant,Hot And Cold Holding,01/21/2016 12:00:00 AM,03/10/2016 12:00:00 AM,Corrected
"10 Eliot St
Cambridge, MA
(42.372481, -71.121702)",Charlie's Red House,"Wiping Cloths, Clean, Sanitized, Use Restricted",12/03/2013 12:00:00 AM,12/10/2013 12:00:00 AM,Corrected
"43 Gore St
Cambridge, MA
(42.371698, -71.079496)",Olive Cafe,"Toilet Enclosed, Self-Closing Doors",07/31/2017 12:00:00 AM,08/28/2017 12:00:00 AM,Corrected
"57 JFK ST
Cambridge, MA
(42.37201, -71.120651)",Yogurtland,"Walls,Celing,Attached Equip.,Constructed,Clean,",06/15/2015 12:00:00 AM,07/20/2015 12:00:00 AM,Corrected
"372 MEMORIAL DR
Cambridge, MA
(42.356162, -71.096366)",Theta Delta Chi,"Time As A Public Health Control, Variance",11/18/2013 12:00:00 AM,05/07/2019 06:00:33 AM,Cited
"1197 CAMBRIDGE ST
Cambridge, MA
(42.373275, -71.097335)",Tupelo Restaurant,Non-Food Contact Surfaces Clean,09/28/2016 12:00:00 AM,10/05/2016 12:00:00 AM,Corrected
"2378 Massachusetts Ave
Cambridge, MA
(42.396804, -71.129638)",Suvaai,"Insects, Rodents, Animals, Outer Openings",03/22/2018 12:00:00 AM,04/13/2018 12:00:00 AM,Corrected
"100 Cambridgeside Pl
Cambridge, MA
(42.367005, -71.076013)",Chipotle,"Walls,Celing,Attached Equip.,Constructed,Clean,",05/22/2017 12:00:00 AM,06/16/2017 12:00:00 AM,Corrected
"1678 MASSACHUSETTS AVE
Cambridge, MA
(42.382351, -71.119725)",Mix-It,"Water Safe, Hot And Cold Under Pressure",03/02/2016 12:00:00 AM,03/10/2016 12:00:00 AM,Corrected
"60 ACORN PARK DR
Cambridge, MA
(42.397818, -71.149127)",Epicurean Feast,Non-Food Contact Surfaces Clean,08/22/2017 12:00:00 AM,09/12/2017 12:00:00 AM,Corrected
"201 ALEWIFE BROOK PKWY
Cambridge, MA
(42.389925, -71.142343)",Bon Me,Food Contact Surfaces Cleaned And Sanitized,11/15/2018 12:00:00 AM,12/06/2018 12:00:00 AM,Corrected
"32 Vassar St
Cambridge, MA
(42.361318, -71.092561)",Forbes Family Cafe,"Food Protection, Storage, Display, Transportation",11/26/2013 12:00:00 AM,01/27/2014 12:00:00 AM,Corrected
"424 Massachusetts Ave
Cambridge, MA
(42.363516, -71.100536)",Mariposa Bakery,Rooms And Equipment Vented,09/10/2018 12:00:00 AM,09/17/2018 12:00:00 AM,Corrected
"57 JFK ST
Cambridge, MA
(42.37201, -71.120651)",Bon Chon,Test Kit Provided,04/05/2013 12:00:00 AM,10/16/2014 12:00:00 AM,Corrected
"691 Cambridge St
Cambridge, MA
(42.372066, -71.088066)",The Snack Bar,"Wiping Cloths, Clean, Sanitized, Use Restricted",04/24/2013 12:00:00 AM,05/08/2013 12:00:00 AM,Cited
"524 Massachusetts Ave
Cambridge, MA
(42.364336, -71.101939)",Thelonius Monkfish,Non-Food Contact Surfaces Clean,06/19/2017 12:00:00 AM,06/26/2017 12:00:00 AM,Corrected
"48 Quincy St
Cambridge, MA
(42.375918, -71.11426)",HUDS Chauhaus,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",11/05/2014 12:00:00 AM,11/13/2014 12:00:00 AM,Corrected
"1 Canal Pk
Cambridge, MA
(42.369904, -71.076728)",Tahaza,"Wiping Cloths, Clean, Sanitized, Use Restricted",01/10/2018 12:00:00 AM,01/17/2018 12:00:00 AM,Corrected
"1246 Massachusetts Ave
Cambridge, MA
(42.372615, -71.116169)",Bartley's Burgers,"Labeling Of Ingredients, Accuracy, Allergens",09/17/2013 12:00:00 AM,10/03/2013 12:00:00 AM,Corrected
"472 Massachusetts Ave
Cambridge, MA
(42.363916, -71.101226)",Middle East Restaurant,"Food Protection, Storage, Display, Transportation",11/07/2018 12:00:00 AM,11/26/2018 12:00:00 AM,Corrected
"904 Massachusetts Ave
Cambridge, MA
(42.368308, -71.108617)",Atomic Bean Cafe,Non-Food Contact Surfaces Clean,01/18/2017 12:00:00 AM,01/25/2017 12:00:00 AM,Corrected
"24 HOLYOKE ST
Cambridge, MA
(42.37212, -71.118487)",Spice Thai Cuisine,"Wiping Cloths, Clean, Sanitized, Use Restricted",11/28/2018 12:00:00 AM,01/09/2019 12:00:00 AM,Corrected
"1755 Massachusetts Ave
Cambridge, MA
(42.385226, -71.119299)",The Abbey,"Food Contact Surfaces Designed, Maint. ,Installed",03/28/2018 12:00:00 AM,04/04/2018 12:00:00 AM,Corrected
"297 Massachusetts Ave
Cambridge, MA
(42.362208, -71.098342)",Lotte Market,Equipment Thermometers and Pressure Gauge,07/01/2013 12:00:00 AM,07/16/2013 12:00:00 AM,Corrected
"319 Western Ave
Cambridge, MA
(42.364534, -71.113213)",Basta Pasta Trattoria,"Labeling Of Ingredients, Accuracy, Allergens",09/04/2014 12:00:00 AM,09/11/2014 12:00:00 AM,Corrected
"1712 MASSACHUSETTS AVE
Cambridge, MA
(42.383537, -71.119598)",Changsho,Food Utensils Properly Stored,02/22/2017 12:00:00 AM,03/01/2017 12:00:00 AM,Corrected
"1238 Massachusetts Ave
Cambridge, MA
(42.372464, -71.115924)",Hong Kong,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",09/10/2013 12:00:00 AM,09/17/2013 12:00:00 AM,Corrected
"928 Massachusetts Ave
Cambridge, MA
(42.368526, -71.109098)",India Castle,"Wiping Cloths, Clean, Sanitized, Use Restricted",09/14/2015 12:00:00 AM,05/07/2019 06:00:34 AM,Corrected
"11 BELMONT ST
Cambridge, MA
(42.374769, -71.150671)",Noodle Stix,"Insects, Rodents, Animals, Outer Openings",01/23/2018 12:00:00 AM,01/30/2018 12:00:00 AM,Corrected
"744 MASSACHUSETTS AVE
Cambridge, MA
(42.366316, -71.105264)",ABC Pizza House,"Food Contact Surfaces Designed, Maint. ,Installed",01/30/2017 12:00:00 AM,02/21/2017 12:00:00 AM,Corrected
"594 CAMBRIDGE ST
Cambridge, MA
(42.371838, -71.086286)",Petsi Pies,"Non-Food Contact Surfaces Desgned, Maint., Inst.",06/28/2016 12:00:00 AM,06/28/2016 12:00:00 AM,Corrected
"450 Massachusetts Ave
Cambridge, MA
(42.363724, -71.100898)",Veggie Galaxy,"Location, Restricted Use, Accessible",09/17/2013 12:00:00 AM,09/24/2013 12:00:00 AM,Corrected
"1900 Massachusetts Ave
Cambridge, MA
(42.388835, -71.119721)",Passage to India,Test Kit Provided,02/28/2019 12:00:00 AM,03/07/2019 12:00:00 AM,Corrected
"1 Bow St
Cambridge, MA
(42.372108, -71.115698)",Santouka,"Non-Food Contact Surfaces Desgned, Maint., Inst.",09/21/2015 12:00:00 AM,09/29/2015 12:00:00 AM,Corrected
"6 Concord Ln
Cambridge, MA
(42.388147, -71.142231)",Mamagoos,Food Contact Surfaces Clean,07/11/2018 12:00:00 AM,07/25/2018 12:00:00 AM,Corrected
"364 BROADWAY
Cambridge, MA
(42.370626, -71.104319)",dwelltime,"Time As A Public Health Control, Variance",10/17/2014 12:00:00 AM,02/12/2015 12:00:00 AM,Corrected
"1815 Massachusetts Ave
Cambridge, MA
(42.387126, -71.119111)",Ittyo,Hot And Cold Holding,10/05/2015 12:00:00 AM,10/26/2015 12:00:00 AM,Corrected
"245 Massachusetts Ave
Cambridge, MA
(42.36159, -71.097291)",Beantown Taqueria,"Food Protection, Storage, Display, Transportation",01/05/2017 12:00:00 AM,05/07/2019 06:00:33 AM,Corrected
"500 Technology Sq
Cambridge, MA
(42.364218, -71.092392)",Area 4,"Insects, Rodents, Animals, Outer Openings",04/09/2015 12:00:00 AM,04/16/2015 12:00:00 AM,Corrected
"50 JFK ST
Cambridge, MA
(42.372072, -71.120598)",9 Taste Thai Cuisine,Food Contact Surfaces Clean,03/13/2019 12:00:00 AM,04/03/2019 12:00:00 AM,Corrected
"263 BROOKLINE ST
Cambridge, MA
(42.3576, -71.107768)",Cambridge Pizzeria,"Location, Restricted Use, Accessible",03/22/2017 12:00:00 AM,03/29/2017 12:00:00 AM,Corrected
"1 BROADWAY
Cambridge, MA
(42.362389, -71.083778)",Firebrand Saints,Installed And Maintained,03/07/2017 12:00:00 AM,03/15/2017 12:00:00 AM,Corrected
"61 CHURCH ST
Cambridge, MA
(42.374094, -71.121126)",Dunkin Donuts,"Single Service Articles Stored, Dispensed",03/27/2017 12:00:00 AM,04/11/2017 12:00:00 AM,Corrected
"233 River St
Cambridge, MA
(42.362949, -71.111456)",Coast Cafe,Test Kit Provided,09/17/2015 12:00:00 AM,10/28/2015 12:00:00 AM,Corrected
"1353 Cambridge St
Cambridge, MA
(42.373631, -71.10008)",Lily Pad,Test Kit Provided,10/08/2015 12:00:00 AM,10/15/2015 12:00:00 AM,Corrected
"1682 Massachusetts Ave
Cambridge, MA
(42.382462, -71.119713)",Giulia,Non-Food Contact Surfaces Clean,12/29/2016 12:00:00 AM,01/09/2017 12:00:00 AM,Corrected
"2378 Massachusetts Ave
Cambridge, MA
(42.396804, -71.129638)",Curry N' Wok,Food Utensils Properly Stored,12/16/2015 12:00:00 AM,01/05/2016 12:00:00 AM,Corrected
"1245 CAMBRIDGE ST
Cambridge, MA
(42.373424, -71.098458)",All Star Sandwich Bar,"Location, Restricted Use, Accessible",10/02/2017 12:00:00 AM,10/10/2017 12:00:00 AM,Corrected
"40 Jfk St
Cambridge, MA
(42.372693, -71.12007)",Tasty burger,PHF's Properly Thawed,11/25/2013 12:00:00 AM,01/13/2014 12:00:00 AM,Corrected
"5 White St
Cambridge, MA
(42.389147, -71.117916)",Panera Bread,"Food Contact Surfaces Designed, Maint. ,Installed",06/05/2018 12:00:00 AM,07/03/2018 12:00:00 AM,Corrected
"1500 Cambridge St
Cambridge, MA
(42.374208, -71.10463)",Kolbeh of Kebob,Food Contact Surfaces Clean,05/16/2017 12:00:00 AM,05/23/2017 12:00:00 AM,Corrected
"16 Eliot St
Cambridge, MA
(42.371998, -71.121652)",IHop,"Dishwashing Facilities Des.,Maint.,Inst.,Operated",01/27/2014 12:00:00 AM,02/03/2014 12:00:00 AM,Corrected
"1815 MASSACHUSETTS AVE
Cambridge, MA
(42.387126, -71.119111)",Cho Cho's Snacks,Non-Food Contact Surfaces Clean,11/15/2016 12:00:00 AM,12/06/2016 12:00:00 AM,Corrected
"15 Dunster St
Cambridge, MA
(42.372883, -71.118998)",The Hourly Oyster,Non-Food Contact Surfaces Clean,02/06/2019 12:00:00 AM,02/13/2019 12:00:00 AM,Corrected
"163 Huron Ave
Cambridge, MA
(42.382272, -71.131204)",Armando's Pizza,"Walls,Celing,Attached Equip.,Constructed,Clean,",05/23/2017 12:00:00 AM,06/20/2017 12:00:00 AM,Corrected
"92 HAMPSHIRE ST
Cambridge, MA
(42.368833, -71.094864)",Lord Hobo,"Non-Food Contact Surfaces Desgned, Maint., Inst.",11/22/2016 12:00:00 AM,11/29/2016 12:00:00 AM,Corrected
"575 Memorial Dr
Cambridge, MA
(42.353488, -71.105459)",Hyatt,Equipment Thermometers and Pressure Gauge,10/19/2017 12:00:00 AM,10/26/2017 12:00:00 AM,Corrected
"20 Pearl St
Cambridge, MA
(42.364283, -71.103034)",Pepper Sky's,"Walls,Celing,Attached Equip.,Constructed,Clean,",03/22/2017 12:00:00 AM,03/29/2017 12:00:00 AM,Corrected
"1334 Cambridge St
Cambridge, MA
(42.373592, -71.099745)",S&S Restaurant,"Food Protection, Storage, Display, Transportation",03/30/2017 12:00:00 AM,04/11/2017 12:00:00 AM,Corrected
"983 Massachusetts Ave
Cambridge, MA
(42.369333, -71.11075)",Cafe Anthony 983,"Labeling Of Ingredients, Accuracy, Allergens",05/12/2016 12:00:00 AM,05/19/2016 12:00:00 AM,Corrected
"2263 Massachusetts Ave
Cambridge, MA
(42.394403, -71.126809)",Urban Hearth,Equipment Thermometers and Pressure Gauge,03/09/2017 12:00:00 AM,03/23/2017 12:00:00 AM,Corrected
"2234 Massachusetts Ave
Cambridge, MA
(42.39383, -71.126297)",Foodland,"Insects, Rodents, Animals, Outer Openings",01/05/2018 12:00:00 AM,01/24/2018 12:00:00 AM,Corrected
"231 Alewife Brook Pkwy
Cambridge, MA
(42.388989, -71.143131)",Genki-Ya,"Walls,Celing,Attached Equip.,Constructed,Clean,",02/06/2017 12:00:00 AM,02/22/2017 12:00:00 AM,Corrected
"15 Dunster St
Cambridge, MA
(42.372883, -71.118998)",Kennedy's on the Square,"Food Protection, Storage, Display, Transportation",09/23/2014 12:00:00 AM,09/26/2014 12:00:00 AM,Corrected
"1238 Massachusetts Ave
Cambridge, MA
(42.372464, -71.115924)",Hong Kong Restaurant,"Insects, Rodents, Animals, Outer Openings",05/19/2016 12:00:00 AM,05/25/2016 12:00:00 AM,Corrected
"460 Massachusetts Ave
Cambridge, MA
(42.363826, -71.101072)",Nancy Chung Restaurant,"Wiping Cloths, Clean, Sanitized, Use Restricted",08/27/2018 12:00:00 AM,09/12/2018 12:00:00 AM,Corrected
"227 Alewife Brook Pkwy
Cambridge, MA
(42.389132, -71.143014)",Chipolte,Equipment Thermometers and Pressure Gauge,07/08/2015 12:00:00 AM,05/07/2019 06:00:31 AM,Corrected
"40 Hampshire St
Cambridge, MA
(42.366332, -71.091835)",Emma 's,"Food Contact Surfaces Designed, Maint. ,Installed",10/15/2015 12:00:00 AM,11/05/2015 12:00:00 AM,Corrected
"187 Hampshire St
Cambridge, MA
(42.37265, -71.099532)",Pizza Pieer,"Insects, Rodents, Animals, Outer Openings",10/05/2015 12:00:00 AM,05/07/2019 06:00:40 AM,Cited
"463 Massachusetts Ave
Cambridge, MA
(42.363831, -71.101081)",Macdonalds,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",04/11/2014 12:00:00 AM,04/18/2014 12:00:00 AM,Corrected
"317 Western Ave
Cambridge, MA
(42.364534, -71.113216)",Western Market,Safe Food Handling Instructions,09/23/2015 12:00:00 AM,05/07/2019 06:00:35 AM,Corrected
"40 Granite St
Cambridge, MA
(42.355994, -71.112038)",Morse School,"Water Safe, Hot And Cold Under Pressure",05/03/2016 12:00:00 AM,06/01/2016 12:00:00 AM,Corrected
"1933 Massachusetts Ave
Cambridge, MA
(42.389559, -71.120096)",Sugar & Spice,Cooling,12/04/2017 12:00:00 AM,12/19/2017 12:00:00 AM,Corrected
"1432 Massachusetts Ave
Cambridge, MA
(42.374032, -71.118965)",Otto,"Insects, Rodents, Animals, Outer Openings",12/10/2018 12:00:00 AM,12/19/2018 12:00:00 AM,Corrected
"355 Main St
Cambridge, MA
(42.362522, -71.086973)",Restaurant Associates @ Google,"Walls,Celing,Attached Equip.,Constructed,Clean,",12/05/2017 12:00:00 AM,01/22/2018 12:00:00 AM,Corrected
"847 Cambridge St
Cambridge, MA
(42.372436, -71.090879)",Cambridge coffee,"Flrs, Constd, Cln, Good Rpr, Dustless Clning Meth.",05/14/2014 12:00:00 AM,05/28/2014 12:00:00 AM,Corrected
"424 CAMBRIDGE ST
Cambridge, MA
(42.371459, -71.083295)",Skampa,"Non-Food Contact Surfaces Desgned, Maint., Inst.",03/05/2014 12:00:00 AM,03/14/2014 12:00:00 AM,Corrected
"1722 Massachusetts Ave
Cambridge, MA
(42.384015, -71.119546)",Poke City,"Non-Food Contact Surfaces Desgned, Maint., Inst.",10/03/2018 12:00:00 AM,10/10/2018 12:00:00 AM,Corrected
"227 Alewife Brook Pkwy
Cambridge, MA
(42.389132, -71.143014)",Chipotle,"Food Protection, Storage, Display, Transportation",12/22/2015 12:00:00 AM,12/29/2015 12:00:00 AM,Corrected
"10 Eliot St
Cambridge, MA
(42.372481, -71.121702)",Charlie's Red House,Installed And Maintained,12/03/2013 12:00:00 AM,12/10/2013 12:00:00 AM,Corrected
"736 Massachusetts Ave
Cambridge, MA
(42.366247, -71.105146)",Mass Chicken,"Food Protection, Storage, Display, Transportation",02/25/2013 12:00:00 AM,10/03/2014 12:00:00 AM,Corrected
"305 River St
Cambridge, MA
(42.362338, -71.113256)",Riverside Pizza & Seafood,"Medicines, First Aid Storage Restricted",07/25/2018 12:00:00 AM,08/02/2018 12:00:00 AM,Corrected
"899 Main St
Cambridge, MA
(42.363407, -71.09937)",Toscanini's,"Clean Clothes, Hair Restraint",06/25/2013 12:00:00 AM,07/23/2013 12:00:00 AM,Corrected
"227 Alewife Brook Pkwy
Cambridge, MA
(42.389132, -71.143014)",Chipotle,"Walls,Celing,Attached Equip.,Constructed,Clean,",12/08/2015 12:00:00 AM,05/07/2019 06:00:31 AM,Corrected
"3 Arrow St
Cambridge, MA
(42.371185, -71.11475)",Berryline,"Insects, Rodents, Animals, Outer Openings",08/09/2018 12:00:00 AM,08/16/2018 12:00:00 AM,Corrected
"1262 Cambridge St
Cambridge, MA
(42.373444, -71.098603)",Tropical Dimensions Food Store,"Food Protection, Storage, Display, Transportation",08/07/2018 12:00:00 AM,08/14/2018 12:00:00 AM,Corrected
"40 Land Blvd
Cambridge, MA
(42.366659, -71.075606)",Royal Sonesta Hotel/Employee Cafe,Facilities To Maintain Product Temperature,07/25/2016 12:00:00 AM,08/01/2016 12:00:00 AM,Corrected
"2420 Massachusetts Ave
Cambridge, MA
(42.397493, -71.130413)",Cambridge House of Pizza,"Food Protection, Storage, Display, Transportation",12/13/2017 12:00:00 AM,01/10/2018 12:00:00 AM,Corrected
"130 FAWCETT ST
Cambridge, MA
(42.393361, -71.149553)",Iggy's Bread Ltd,"Water Safe, Hot And Cold Under Pressure",07/05/2017 12:00:00 AM,07/12/2017 12:00:00 AM,Corrected
"101 Main St
Cambridge, MA
(42.362424, -71.08467)",Tatte IV,Facilities To Maintain Product Temperature,01/06/2014 12:00:00 AM,01/13/2014 12:00:00 AM,Corrected
"51 PLYMOUTH ST
Cambridge, MA
(42.369052, -71.092714)",Sarchioni's Variety,No Spoilage,09/15/2016 12:00:00 AM,09/22/2016 12:00:00 AM,Corrected
"304 Prospect St
Cambridge, MA
(42.372797, -71.098566)",Al Barah Market,No Spoilage,02/26/2019 12:00:00 AM,03/05/2019 12:00:00 AM,Corrected
